id,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,price_doc
3137,74,45.0,6.0,16.0,1.0,1980.0,3.0,10.0,3.0,11650000
3139,56,42.0,8.0,9.0,2.0,1971.0,3.0,5.0,2.0,7200000
3140,37,37.0,16.0,1.0,1.0,2013.0,1.0,1.0,1.0,7116200
3141,38,20.0,9.0,22.0,1.0,1990.0,1.0,10.0,3.0,6500000
3142,57,45.6,12.0,24.0,4.0,1983.4109561350313,2.0,1.0,2.217643916121277,8314030
3143,39,37.0,5.0,18.0,2.0,2013.0,1.0,1.0,1.0,2669188
3144,38,37.0,2.0,17.0,1.0,2014.0,1.0,1.0,1.0,4107950
3145,55,38.0,5.0,3.0,2.0,1960.0,3.0,5.0,2.217643916121277,8700000
3146,28,12.0,9.0,12.0,1.0,1982.0,1.0,6.0,3.0,2000000
3148,43,43.0,2.0,2.0,1.0,2013.0,1.0,1.0,1.0,2865110
3149,45,28.0,2.0,5.0,1.0,1964.0,2.0,6.0,3.0,7000000
3150,58,32.0,11.0,17.0,1.0,1990.0,2.0,10.0,2.0,6800000
3151,45,30.0,4.0,12.0,1.0,1972.0,2.0,6.0,2.217643916121277,3000000
3153,32,19.0,5.0,5.0,1.0,1962.0,1.0,5.0,3.0,5000000
3154,67,44.0,8.0,25.0,6.0,2004.0,3.0,9.0,3.0,16300000
3155,80,32.0,5.0,7.0,2.0,1998.0,2.0,13.0,4.0,15500000
3156,27,15.0,1.0,9.0,2.0,1970.0,1.0,5.0,2.0,5550000
3157,59,47.2,5.0,1.0,6.0,1983.4109561350313,2.0,1.0,2.217643916121277,5089509
3158,38,30.400000000000002,8.0,1.0,1.0,2013.0,1.0,1.0,2.217643916121277,4107950
3159,41,21.0,6.0,14.0,1.0,1984.0,1.0,8.0,2.0,999000
3161,76,52.0,2.0,8.0,2.0,1958.0,3.0,8.0,2.0,12000000
3164,34,20.0,8.0,9.0,1.0,1970.0,1.0,6.0,3.0,6700000
3165,60,48.0,12.0,25.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5231136
3166,59,42.0,4.0,9.0,1.0,1974.0,3.0,6.0,2.0,7800000
3168,34,19.0,3.0,12.0,1.0,1987.0,1.0,8.0,2.217643916121277,3720000
3169,39,24.0,3.0,12.0,5.0,1969.0,1.0,6.0,2.0,5200000
3170,28,15.0,3.0,5.0,2.0,1965.0,1.0,5.0,3.0,5300000
3171,32,20.0,5.0,5.0,1.0,1967.0,1.0,5.0,3.0,3250000
3172,37,29.6,8.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,3947900
3173,52,33.0,16.0,24.0,6.0,2004.0,2.0,7.0,2.0,990000
3174,35,19.0,4.0,12.0,5.0,1976.0,1.0,7.0,2.0,4500000
3175,64,51.2,13.0,1.0,1.0,2013.0,2.0,1.0,2.217643916121277,5959680
3176,75,49.0,2.0,5.0,2.0,1955.0,3.0,7.0,3.0,9800000
3177,35,19.0,11.0,12.0,5.0,1965.0,1.0,9.0,2.0,5600000
3178,34,33.0,20.0,22.0,1.0,2002.0,1.0,10.0,3.0,6600000
3179,38,37.0,15.0,17.0,1.0,2012.0,1.0,7.0,2.0,6332700
3180,41,20.0,13.0,14.0,1.0,1987.0,1.0,8.0,2.0,5550000
3181,99,64.0,9.0,22.0,1.0,1999.0,4.0,10.0,3.0,20000000
3182,46,36.800000000000004,4.0,1.0,1.0,1983.4109561350313,1.0,1.0,1.0,4740002
3183,60,60.0,19.0,24.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5632966
3184,42,28.0,5.0,9.0,1.0,1968.0,2.0,5.0,2.0,7700000
3185,58,34.0,15.0,22.0,1.0,2006.0,2.0,10.0,2.0,9000000
3187,32,18.0,7.0,9.0,2.0,1968.0,1.0,5.0,3.0,5200000
3189,47,33.0,1.0,5.0,1.0,1974.0,2.0,5.0,2.0,4600000
3190,75,46.0,6.0,18.0,6.0,2013.0,3.0,10.0,3.0,6142040
3192,45,30.0,2.0,5.0,5.0,1961.0,2.0,5.0,2.0,6150000
3193,96,96.0,4.0,6.0,2.0,2013.0,2.0,10.0,1.0,4284276
3194,40,32.0,16.0,25.0,1.0,1983.4109561350313,1.0,1.0,1.0,4462000
3195,39,19.0,12.0,14.0,5.0,1975.0,1.0,9.0,2.217643916121277,6300000
3196,83,53.0,23.0,24.0,4.0,2011.0,4.0,10.0,3.0,8183000
3197,38,23.0,10.0,14.0,5.0,1973.0,2.0,6.0,3.0,1100000
3198,30,18.0,9.0,9.0,1.0,1970.0,1.0,5.0,2.0,6500000
3199,52,30.0,2.0,12.0,1.0,1983.0,2.0,8.0,3.0,7330000
3200,56,42.0,8.0,9.0,2.0,1965.0,3.0,5.0,2.0,8000000
3201,59,43.0,7.0,9.0,1.0,1977.0,3.0,5.0,2.0,8000000
3202,38,19.0,14.0,17.0,1.0,2011.0,1.0,7.0,2.217643916121277,6800000
3203,43,27.0,1.0,5.0,2.0,1964.0,2.0,4.0,2.217643916121277,4500000
3204,42,28.0,3.0,5.0,2.0,1960.0,2.0,5.0,1.0,6100000
3205,53,42.400000000000006,2.0,4.0,4.0,2014.0,2.0,1.0,1.0,3184763
3206,76,46.0,13.0,16.0,1.0,1981.0,3.0,10.0,3.0,13500000
3207,73,44.0,6.0,10.0,1.0,2002.0,3.0,9.0,3.0,13500000
3208,62,32.0,8.0,14.0,4.0,2007.0,2.0,11.0,3.0,7600000
3209,107,77.0,2.0,5.0,2.0,1951.0,4.0,10.0,3.0,17800000
3210,58,46.400000000000006,8.0,8.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,11354550
3211,81,64.8,2.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,8511887
3212,44,28.0,6.0,9.0,1.0,1979.0,2.0,6.0,1.0,5800000
3213,29,15.0,3.0,5.0,1.0,1965.0,1.0,5.0,3.0,6400000
3214,60,29.0,15.0,25.0,4.0,2007.0,2.0,9.0,3.0,14300000
3215,43,34.4,17.0,22.0,1.0,2015.0,1.0,1.0,1.0,4744953
3217,44,25.0,14.0,15.0,2.0,2011.0,1.0,1.0,1.0,4850000
3218,33,12.0,2.0,12.0,1.0,1980.0,1.0,8.0,3.0,5400000
3219,46,29.0,6.0,12.0,1.0,1974.0,2.0,6.0,2.0,7350000
3220,65,39.0,5.0,12.0,1.0,1984.0,3.0,7.0,2.0,9500000
3221,44,27.0,8.0,9.0,1.0,1975.0,2.0,6.0,2.0,6400000
3222,32,19.0,7.0,9.0,1.0,1979.0,1.0,6.0,2.0,5950000
3223,38,19.0,5.0,17.0,1.0,1990.0,1.0,8.0,3.0,7500000
3224,36,18.0,4.0,17.0,1.0,1985.0,1.0,7.0,2.0,8000000
3226,40,23.0,7.0,12.0,5.0,1967.0,2.0,6.0,2.0,7400000
3227,84,44.0,16.0,17.0,1.0,1987.0,3.0,10.0,3.0,11025000
3228,38,19.0,8.0,17.0,1.0,1994.0,1.0,8.0,2.0,5800000
3231,30,16.0,3.0,10.0,2.0,1974.0,1.0,5.0,2.0,6250000
3232,32,16.0,1.0,15.0,2.0,1978.0,1.0,5.0,2.0,5950000
3233,36,19.0,3.0,12.0,1.0,1996.0,1.0,7.0,2.0,5250000
3234,58,35.0,6.0,8.0,2.0,1958.0,2.0,8.0,3.0,2000000
3235,55,33.0,5.0,5.0,2.0,1956.0,2.0,7.0,2.0,10400000
3236,78,47.0,8.0,15.0,1.0,2005.0,3.0,8.0,2.0,14300000
3237,40,32.0,5.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,4414080
3238,40,25.0,7.0,16.0,1.0,1967.0,2.0,6.0,2.0,5000000
3239,54,32.0,12.0,17.0,1.0,2004.0,2.0,9.0,2.0,9600000
3240,29,15.0,9.0,12.0,1.0,1971.0,1.0,6.0,2.217643916121277,4900000
3241,54,36.0,4.0,5.0,2.0,1961.0,3.0,5.0,2.0,9000000
3243,56,29.0,1.0,17.0,1.0,2003.0,2.0,11.0,2.0,7200000
3244,43,18.0,10.0,17.0,1.0,2011.0,1.0,8.0,2.217643916121277,2459000
3245,32,17.0,8.0,12.0,1.0,1965.0,1.0,9.0,2.0,6500000
3246,58,37.0,8.0,9.0,1.0,1977.0,3.0,6.0,3.0,8100000
3248,99,62.0,13.0,22.0,1.0,2001.0,4.0,10.0,2.217643916121277,20000000
3249,62,45.0,1.0,12.0,1.0,1974.0,3.0,9.0,3.0,6500000
3250,34,19.0,3.0,14.0,1.0,1979.0,1.0,9.0,3.0,7500000
3251,51,30.0,5.0,17.0,1.0,2009.0,2.0,9.0,3.0,6200000
3252,62,49.6,15.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5213391
3253,38,19.0,15.0,17.0,1.0,2013.0,1.0,7.0,3.0,3686000
3254,64,41.0,10.0,12.0,1.0,1982.0,3.0,6.0,3.0,5600000
3255,54,30.0,9.0,12.0,1.0,1978.0,2.0,8.0,2.0,8000000
3256,68,50.0,5.0,9.0,1.0,1977.0,3.0,6.0,2.0,10200000
3257,51,30.0,17.0,17.0,1.0,1987.0,2.0,8.0,2.0,8700000
3258,45,29.0,5.0,5.0,1.0,1965.0,2.0,5.0,2.217643916121277,3000000
3259,60,44.0,5.0,9.0,1.0,1968.0,3.0,6.0,2.217643916121277,7850000
3260,59,44.0,1.0,5.0,1.0,1964.0,3.0,5.0,3.0,2000000
3261,81,53.0,5.0,5.0,1.0,1960.0,3.0,9.0,3.0,12000000
3262,50,32.0,1.0,4.0,2.0,1959.0,2.0,7.0,3.0,7700000
3263,40,25.0,1.0,5.0,2.0,1960.0,2.0,5.0,2.0,5700000
3264,41,27.0,4.0,5.0,2.0,1964.0,2.0,5.0,3.0,7300000
3265,32,16.0,1.0,12.0,1.0,1974.0,1.0,7.0,3.0,6450000
3266,57,42.0,6.0,9.0,2.0,1970.0,3.0,5.0,2.0,7600000
3268,48,18.0,11.0,14.0,1.0,2011.0,1.0,12.0,3.0,2830000
3269,38,17.0,1.0,7.0,1.0,2001.0,1.0,9.0,3.0,5350000
3270,55,29.0,6.0,14.0,1.0,2004.0,2.0,8.0,3.0,8400000
3272,53,32.0,11.0,17.0,1.0,1975.0,2.0,9.0,3.0,9250000
3273,33,14.0,8.0,14.0,5.0,1994.0,1.0,7.0,2.0,1000000
3274,39,17.0,10.0,17.0,1.0,2006.0,1.0,8.0,3.0,4950000
3275,39,20.0,8.0,10.0,1.0,2002.0,1.0,8.0,2.217643916121277,6570000
3276,52,41.6,17.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,5326755
3277,39,23.0,5.0,12.0,5.0,1967.0,2.0,6.0,2.0,6600000
3278,34,19.0,9.0,16.0,5.0,1973.0,1.0,9.0,3.0,6500000
3280,81,41.0,4.0,22.0,4.0,2008.0,2.0,11.0,3.0,23000000
3281,38,19.0,9.0,17.0,1.0,1995.0,1.0,8.0,3.0,8150000
3282,46,28.0,2.0,12.0,1.0,1968.0,2.0,5.0,2.217643916121277,6350000
3284,35,16.0,7.0,9.0,2.0,1974.0,1.0,9.0,2.0,5100000
3285,75,43.0,5.0,16.0,1.0,1983.0,3.0,10.0,2.217643916121277,12500000
3286,116,67.0,3.0,14.0,1.0,1999.0,5.0,10.0,3.0,17600000
3287,39,35.0,17.0,20.0,1.0,2014.0,1.0,1.0,1.0,6095313
3288,108,58.0,7.0,20.0,4.0,2009.0,3.0,18.0,2.217643916121277,20848086
3289,32,20.0,2.0,8.0,2.0,1960.0,1.0,5.0,3.0,6700000
3290,58,33.0,11.0,22.0,1.0,1988.0,2.0,10.0,2.0,2000000
3291,52,30.0,12.0,11.0,1.0,1974.0,2.0,8.0,3.0,8500000
3292,36,19.0,2.0,16.0,1.0,1977.0,1.0,8.0,2.0,5850000
3293,50,31.0,2.0,5.0,2.0,1935.0,2.0,5.0,2.217643916121277,2000000
3294,35,14.0,7.0,17.0,1.0,2007.0,1.0,9.0,3.0,7500000
3295,47,31.0,1.0,5.0,2.0,1960.0,2.0,5.0,2.0,7100000
3296,38,30.400000000000002,4.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,3971520
3297,54,32.0,5.0,16.0,1.0,1977.0,2.0,9.0,2.217643916121277,4000000
3299,63,50.400000000000006,11.0,12.0,4.0,1983.4109561350313,2.0,1.0,1.0,6175000
3300,39,17.0,3.0,18.0,1.0,2008.0,1.0,8.0,3.0,6400000
3301,75,75.0,5.0,12.0,1.0,2013.0,3.0,10.0,1.0,5666764
3302,63,39.0,5.0,9.0,1.0,1970.0,3.0,8.0,2.0,1000000
3303,56,35.0,7.0,8.0,2.0,1959.0,2.0,8.0,3.0,11600000
3304,78,45.0,12.0,16.0,1.0,1977.0,3.0,10.0,2.217643916121277,12300000
3305,31,24.8,24.0,24.0,1.0,2013.0,1.0,1.0,1.0,3782064
3306,57,44.0,2.0,5.0,2.0,1960.0,3.0,5.0,3.0,6970000
3307,74,59.2,5.0,9.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5271094
3308,39,20.0,6.0,22.0,1.0,1997.0,1.0,10.0,3.0,6125000
3309,44,28.0,4.0,5.0,1.0,1965.0,2.0,5.0,2.0,5900000
3310,32,19.0,2.0,9.0,2.0,1973.0,1.0,5.0,2.0,6100000
3311,78,50.0,7.0,10.0,2.0,1958.0,3.0,7.0,2.0,17500000
3312,74,45.0,13.0,16.0,1.0,1979.0,3.0,10.0,2.0,13450000
3313,29,16.0,2.0,5.0,2.0,1958.0,1.0,5.0,3.0,5850000
3314,76,45.0,5.0,17.0,1.0,1989.0,3.0,10.0,2.0,10607375
3315,38,19.0,2.0,16.0,5.0,1995.0,1.0,9.0,2.0,5850000
3317,58,44.0,1.0,9.0,1.0,1974.0,3.0,5.0,2.0,7000000
3318,43,29.0,3.0,5.0,2.0,1961.0,2.0,5.0,2.0,10000000
3319,53,28.0,3.0,17.0,1.0,2009.0,2.0,9.0,3.0,9500000
3320,34,15.0,5.0,9.0,1.0,1982.0,1.0,8.0,3.0,5900000
3321,35,19.0,9.0,12.0,1.0,1966.0,1.0,9.0,2.0,6200000
3322,31,21.0,9.0,9.0,5.0,1963.0,1.0,5.0,3.0,4500000
3323,50,34.0,4.0,9.0,1.0,1978.0,3.0,6.0,3.0,8000000
3325,39,31.200000000000003,3.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,3632894
3326,75,43.0,4.0,16.0,1.0,1982.0,3.0,10.0,2.0,12300000
3327,51,40.800000000000004,5.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,5265645
3328,62,39.0,4.0,9.0,1.0,1977.0,3.0,7.0,2.0,8500000
3329,50,30.0,16.0,17.0,1.0,1987.0,2.0,8.0,3.0,11400000
3331,75,44.0,8.0,17.0,1.0,1992.0,3.0,10.0,2.0,10200000
3332,35,19.0,6.0,12.0,5.0,1969.0,1.0,9.0,2.0,5600000
3335,38,19.0,5.0,20.0,1.0,1997.0,1.0,10.0,2.0,7500000
3336,61,43.0,2.0,9.0,1.0,1966.0,3.0,6.0,1.0,9100000
3337,77,52.0,2.0,10.0,2.0,1960.0,3.0,7.0,3.0,14300000
3338,72,47.0,5.0,12.0,2.0,1965.0,3.0,7.0,3.0,14750000
3339,30,17.0,6.0,9.0,2.0,1967.0,1.0,6.0,2.0,5150000
3340,32,18.0,1.0,9.0,1.0,1977.0,1.0,6.0,2.217643916121277,5000000
3341,37,16.0,2.0,16.0,5.0,2001.0,1.0,7.0,3.0,1000000
3342,52,29.0,2.0,22.0,5.0,1978.0,2.0,8.0,2.0,1000000
3343,70,56.0,5.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,6518400
3344,40,20.0,14.0,14.0,1.0,1988.0,1.0,8.0,2.0,5600000
3345,78,62.400000000000006,19.0,25.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,6166500
3346,39,19.0,5.0,17.0,1.0,1995.0,1.0,8.0,2.0,5900000
3347,53,32.0,10.0,16.0,1.0,1980.0,2.0,9.0,3.0,9000000
3348,65,64.0,4.0,17.0,1.0,1983.4109561350313,2.0,10.0,1.0,5286259
3349,63,30.0,5.0,12.0,4.0,2013.0,2.0,1.0,1.0,6056000
3350,39,20.0,2.0,12.0,1.0,1978.0,1.0,8.0,3.0,5400000
3352,52,41.6,11.0,1.0,1.0,2014.0,2.0,1.0,2.217643916121277,5377486
3353,39,37.0,16.0,17.0,1.0,2013.0,1.0,1.0,1.0,4214650
3354,32,21.0,7.0,8.0,5.0,1965.0,1.0,5.0,3.0,6000000
3356,39,19.0,14.0,17.0,1.0,1992.0,1.0,8.0,2.0,6600000
3357,76,44.0,1.0,22.0,1.0,1989.0,3.0,10.0,2.0,13000000
3358,43,27.0,5.0,5.0,2.0,1964.0,2.0,5.0,3.0,6400000
3359,39,15.0,3.0,16.0,4.0,2004.0,1.0,8.0,2.0,1000000
3361,67,42.0,1.0,4.0,1.0,2014.0,3.0,8.0,1.0,3774979
3362,59,33.0,14.0,16.0,1.0,1979.0,2.0,10.0,2.0,11350000
3363,38,19.0,2.0,22.0,1.0,2002.0,1.0,10.0,2.217643916121277,1000000
3364,55,40.0,2.0,3.0,2.0,1962.0,3.0,5.0,2.217643916121277,4500000
3365,46,36.800000000000004,10.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,4740002
3366,39,38.0,13.0,1.0,1.0,2013.0,1.0,1.0,1.0,7544570
3367,52,31.0,9.0,17.0,1.0,1994.0,2.0,8.0,2.0,8300000
3369,53,39.0,2.0,9.0,4.0,1979.0,3.0,6.0,3.0,7800000
3370,91,40.0,8.0,25.0,4.0,2009.0,2.0,15.0,3.0,4000000
3371,36,20.0,5.0,12.0,5.0,1969.0,1.0,9.0,2.0,6300000
3372,53,30.0,9.0,12.0,1.0,1980.0,2.0,8.0,2.217643916121277,7250000
3373,37,18.0,3.0,17.0,1.0,2012.0,1.0,9.0,2.217643916121277,4900000
3375,33,18.0,2.0,9.0,1.0,1975.0,1.0,6.0,2.0,5180000
3376,37,19.0,15.0,16.0,5.0,1988.0,1.0,9.0,2.217643916121277,6400000
3377,20,12.0,3.0,9.0,2.0,1973.0,1.0,3.0,2.0,4000000
3378,51,30.0,7.0,17.0,1.0,1990.0,2.0,8.0,4.0,6500000
3379,54,32.0,6.0,14.0,1.0,1996.0,2.0,9.0,2.0,2000000
3380,61,37.0,7.0,9.0,1.0,1980.0,3.0,8.0,2.217643916121277,7700000
3381,39,19.0,17.0,17.0,1.0,1996.0,1.0,8.0,2.0,1000000
3382,56,44.800000000000004,17.0,1.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,4361374
3383,62,62.0,6.0,17.0,1.0,1983.4109561350313,2.0,10.0,1.0,5056214
3384,52,31.0,8.0,12.0,5.0,1978.0,2.0,10.0,2.0,7600000
3385,22,14.0,2.0,5.0,2.0,1967.0,1.0,3.0,2.0,4650000
3387,57,33.0,11.0,17.0,1.0,1989.0,2.0,9.0,3.0,3000000
3388,59,45.0,4.0,9.0,1.0,1966.0,3.0,5.0,2.217643916121277,9200000
3389,79,79.0,16.0,17.0,1.0,2013.0,3.0,10.0,1.0,7221456
3390,46,36.800000000000004,20.0,25.0,1.0,1983.4109561350313,1.0,1.0,1.0,4750284
3391,43,40.0,12.0,17.0,4.0,2013.0,1.0,1.0,1.0,6933081
3392,50,30.0,17.0,17.0,1.0,1994.0,2.0,8.0,2.0,9500000
3393,40,32.0,17.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,3884200
3394,61,29.0,2.0,1.0,1.0,1983.4109561350313,2.0,7.0,1.0,5441775
3395,54,32.0,9.0,16.0,1.0,1979.0,2.0,9.0,2.0,2000000
3396,44,29.0,2.0,9.0,1.0,1970.0,2.0,6.0,3.0,7500000
3397,54,30.0,13.0,14.0,1.0,1990.0,2.0,8.0,2.0,5500000
3398,39,31.200000000000003,6.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,3700946
3399,77,48.0,17.0,17.0,4.0,2009.0,3.0,9.0,3.0,7800000
3400,58,32.0,22.0,22.0,1.0,1987.0,2.0,10.0,2.217643916121277,11600000
3401,39,22.0,10.0,12.0,5.0,1967.0,2.0,6.0,3.0,5750000
3403,51,30.0,11.0,12.0,1.0,1979.0,2.0,8.0,3.0,7200000
3405,33,17.0,10.0,12.0,5.0,1967.0,1.0,9.0,3.0,6250000
3406,63,46.0,1.0,9.0,1.0,1978.0,4.0,6.0,3.0,9200000
3407,60,34.0,11.0,22.0,1.0,2006.0,2.0,10.0,3.0,8800000
3408,38,19.0,12.0,17.0,1.0,1985.0,1.0,8.0,2.0,6150000
3409,41,27.0,3.0,5.0,2.0,1966.0,2.0,5.0,2.0,6300000
3410,52,34.0,5.0,9.0,1.0,1976.0,3.0,6.0,2.0,7700000
3411,84,51.0,14.0,17.0,1.0,2005.0,3.0,10.0,3.0,12400000
3413,40,32.0,9.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,4844320
3414,64,41.0,2.0,6.0,2.0,1926.0,2.0,6.0,2.0,11000000
3415,56,41.0,4.0,5.0,2.0,1964.0,3.0,5.0,2.0,1000000
3416,109,80.0,5.0,15.0,4.0,2010.0,1.0,15.0,1.0,10000000
3418,51,30.0,2.0,13.0,1.0,2004.0,2.0,9.0,3.0,8550000
3420,77,45.0,13.0,17.0,1.0,1982.0,3.0,10.0,3.0,12150000
3421,40,40.0,15.0,1.0,1.0,2015.0,1.0,1.0,1.0,7002109
3422,77,41.0,15.0,17.0,4.0,1983.4109561350313,3.0,12.0,3.0,7319750
3423,61,42.0,9.0,9.0,1.0,1968.0,3.0,6.0,3.0,1900000
3424,52,41.6,13.0,1.0,1.0,2013.0,2.0,1.0,2.217643916121277,5326755
3425,61,35.0,3.0,5.0,2.0,1954.0,2.0,8.0,2.217643916121277,8600000
3426,46,27.0,2.0,9.0,1.0,1972.0,2.0,6.0,2.0,6750000
3427,37,19.0,13.0,16.0,1.0,1979.0,1.0,8.0,2.217643916121277,6250000
3429,45,29.0,2.0,9.0,1.0,1978.0,2.0,5.0,2.217643916121277,2000000
3430,33,18.0,1.0,12.0,5.0,1968.0,1.0,9.0,3.0,4900000
3431,38,18.0,10.0,17.0,1.0,2010.0,1.0,7.0,2.0,2000000
3432,51,30.0,2.0,14.0,1.0,1985.0,2.0,8.0,2.0,2100000
3433,41,20.0,13.0,17.0,6.0,2008.0,1.0,10.0,4.0,5100000
3434,38,19.0,8.0,14.0,1.0,2002.0,1.0,7.0,2.217643916121277,7500000
3435,56,44.800000000000004,10.0,10.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,10241077
3436,52,30.0,4.0,14.0,1.0,1996.0,2.0,8.0,2.0,6250000
3437,80,64.0,4.0,17.0,1.0,1983.4109561350313,3.0,1.0,1.0,7633318
3439,45,28.0,3.0,5.0,1.0,1964.0,2.0,5.0,2.0,8100000
3440,44,27.0,4.0,9.0,1.0,1967.0,2.0,5.0,2.0,7050000
3441,49,33.0,1.0,9.0,1.0,1967.0,3.0,5.0,2.0,6900000
3442,31,19.0,5.0,5.0,2.0,1966.0,1.0,6.0,2.0,7350000
3443,78,46.0,10.0,22.0,1.0,1995.0,3.0,10.0,3.0,10500000
3444,62,44.0,7.0,9.0,1.0,1966.0,3.0,7.0,2.0,7100000
3445,27,17.0,3.0,4.0,2.0,1957.0,1.0,4.0,3.0,6900000
3446,54,36.0,3.0,5.0,1.0,1962.0,3.0,5.0,2.0,9750000
3447,54,32.0,13.0,17.0,1.0,2006.0,2.0,9.0,1.0,9500000
3448,74,51.0,1.0,12.0,1.0,1977.0,4.0,8.0,2.0,10800000
3449,31,17.0,5.0,5.0,1.0,1967.0,1.0,5.0,2.217643916121277,4950000
3450,30,18.0,4.0,5.0,2.0,1961.0,1.0,5.0,2.0,1100000
3451,42,28.0,5.0,5.0,2.0,1960.0,2.0,5.0,2.0,6250000
3452,72,35.0,6.0,12.0,4.0,2007.0,2.0,13.0,3.0,13225000
3453,43,24.0,5.0,5.0,2.0,1960.0,2.0,5.0,2.0,6900000
3454,42,19.0,10.0,24.0,1.0,2007.0,1.0,10.0,2.0,5300000
3455,62,49.6,7.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5356840
3456,61,33.0,4.0,19.0,2.0,2001.0,2.0,14.0,3.0,13000000
3458,30,17.0,4.0,5.0,2.0,1960.0,1.0,7.0,3.0,5450000
3459,36,19.0,14.0,14.0,5.0,1970.0,1.0,9.0,2.0,7900000
3460,45,28.0,3.0,9.0,1.0,1970.0,2.0,5.0,2.0,6300000
3462,95,54.0,14.0,17.0,1.0,2003.0,3.0,11.0,2.217643916121277,4700000
3463,40,20.0,3.0,5.0,1.0,1995.0,1.0,8.0,3.0,6000000
3464,38,19.0,6.0,16.0,1.0,1982.0,1.0,8.0,2.0,5660000
3465,41,32.800000000000004,11.0,25.0,4.0,1983.4109561350313,1.0,1.0,2.217643916121277,3942365
3466,51,31.0,5.0,14.0,2.0,1975.0,2.0,8.0,2.0,8850000
3467,46,36.800000000000004,12.0,25.0,1.0,1983.4109561350313,1.0,1.0,1.0,4750284
3468,56,29.0,4.0,22.0,1.0,2009.0,2.0,9.0,3.0,9550000
3469,63,33.0,2.0,17.0,1.0,2006.0,2.0,12.0,3.0,2990000
3470,55,34.0,7.0,8.0,2.0,1960.0,2.0,8.0,2.217643916121277,13300000
3471,45,27.0,9.0,9.0,1.0,1974.0,2.0,6.0,2.217643916121277,6750000
3474,51,30.0,2.0,17.0,1.0,1986.0,2.0,8.0,3.0,7600000
3475,34,18.0,2.0,14.0,2.0,1974.0,1.0,7.0,3.0,6900000
3476,54,34.0,4.0,4.0,2.0,1956.0,2.0,8.0,2.217643916121277,2000000
3477,73,43.0,10.0,17.0,1.0,1992.0,3.0,10.0,3.0,15000000
3478,32,18.0,6.0,9.0,1.0,1975.0,1.0,6.0,2.0,1000000
3479,59,30.0,22.0,23.0,6.0,2008.0,2.0,8.0,3.0,6552650
3480,42,26.0,5.0,5.0,2.0,1965.0,2.0,5.0,2.0,2000000
3481,55,32.0,12.0,14.0,2.0,1979.0,2.0,8.0,2.0,9200000
3482,37,18.0,13.0,16.0,5.0,1975.0,1.0,9.0,2.0,4850000
3483,45,30.0,5.0,5.0,5.0,1961.0,2.0,5.0,2.0,5600000
3484,41,20.0,9.0,14.0,1.0,2002.0,1.0,8.0,3.0,7600000
3485,38,20.0,5.0,14.0,1.0,1985.0,1.0,8.0,2.217643916121277,5850000
3486,38,20.0,7.0,12.0,1.0,2002.0,1.0,8.0,3.0,5800000
3487,35,19.0,11.0,12.0,5.0,1972.0,1.0,9.0,2.217643916121277,5500000
3488,42,30.0,1.0,5.0,2.0,1961.0,2.0,6.0,2.217643916121277,4000000
3489,74,46.0,3.0,14.0,1.0,1953.0,3.0,8.0,3.0,17500000
3490,44,20.0,9.0,17.0,4.0,2013.0,1.0,9.0,1.0,5481371
3491,40,32.0,12.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,4405080
3492,29,18.0,5.0,5.0,2.0,1961.0,1.0,5.0,3.0,5400000
3493,53,30.0,3.0,12.0,1.0,1978.0,2.0,8.0,2.217643916121277,1000000
3494,58,40.0,7.0,9.0,1.0,1971.0,3.0,6.0,2.0,7300000
3495,88,70.4,13.0,22.0,6.0,1983.4109561350313,2.0,1.0,2.217643916121277,9880696
3496,39,31.200000000000003,9.0,1.0,1.0,1983.4109561350313,1.0,1.0,1.0,4138020
3497,64,51.2,3.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,6205736
3498,46,36.800000000000004,16.0,24.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,4402819
3499,64,43.0,5.0,12.0,1.0,1966.0,3.0,9.0,3.0,10450000
